;ExternalRiskEstimate;MSinceOldestTradeOpen;AverageMInFile;NumSatisfactoryTrades;NumTrades60Ever2DerogPubRec;NumTrades90Ever2DerogPubRec;PercentTradesNeverDelq;MSinceMostRecentDelq;NumTradesOpeninLast12M;PercentInstallTrades;MSinceMostRecentInqexcl7days;NumInqLast6M;NumInqLast6Mexcl7days;NetFractionRevolvingBurden;NetFractionInstallBurden;NumRevolvingTradesWBalance;NumBank2NatlTradesWHighUtilization;PercentTradesWBalance;MaxDelq2PublicRecLast12M_6;MaxDelq2PublicRecLast12M_8;MaxDelq2PublicRecLast12M_9;MaxDelqEver_2;MaxDelqEver_5;MaxDelqEver_8
9760;0.20467935244214217;;0.10269482676500913;;;;0.1136926939504194;;;;0.11443508279145125;;;0.08792915472821401;;;;;;;;;;
4722;0.21931979434184556;;-0.049053769864157104;;;;0.11484625741702635;;;;-0.12082787697805426;;;0.09375870817344824;;;;;;;;;;
4699;-0.09431827701127689;;0.027422064834609697;;;;;;;0.04011329937135907;-0.12385965662984298;-0.024525764433329166;;;;;;;;;;;;
3809;0.07866383152017843;;-0.0465267822642723;;;;0.01712534465593395;;;;0.10776058985804562;0.036773157511491635;;;;;;;;;;;;
8402;0.21676982240708564;;;;;;;;;;0.1136179736656486;0.030652204046973025;;-0.04495642077000851;;;;;0.030510400331712907;;;;;
757;0.21189545937014537;;0.0946119091935197;0.06551062815911862;;;0.11263628425091925;;;;-0.11443280179657767;;;;;;;;;;;;;
3732;0.0721459184805748;;-0.07548652688150095;-0.058758688014402254;;;-0.10821853161510477;;;;-0.11348123628174464;;;;;;;;;;;;;
4562;-0.2128401065776276;;;0.0717235159855775;;;-0.10182735169883929;;;;0.1176438275170037;;;-0.06418012796493822;;;;;;;;;;
8877;-0.10248655209832612;;0.10625623404998255;0.07702855041895375;;;-0.10004082961634708;;;;0.10650582594435204;;;;;;;;;;;;;
4993;-0.21097483310685347;;-0.07824158237882173;0.06678971219471656;;;-0.10635454054165949;;;;0.11255027338630813;;;;;;;;;;;;;
7911;-0.09947184360707956;;-0.04942944123975192;0.07734590887141436;;;0.10751071401204583;;;;0.1151958313401797;;;;;;;;;;;;;
2856;-0.09361985650738916;0.04361927295979239;0.11163058149168226;;;;;;;;-0.11826169364320989;;;-0.05164177573955828;;;;;;;;;;
6249;-0.20363009208789568;;-0.04763348768974476;0.07020126597224724;;;-0.10459720132478716;;;;;;;-0.05805001926324365;;;;;;;;;;
6981;-0.21134423360894256;;-0.07660481485375199;0.07162033829421192;;;-0.10989742383443694;;;;0.11311888722343158;;;;;;;;;;;;;
10000;-0.10035649992545605;;0.10223914072607149;0.07478522780248471;;;-0.102803485023624;;;;0.1138137924882402;;;;;;;;;;;;;
9454;0.21502409159069077;;0.10005061178213405;0.06676021687046577;;;0.11075794075665531;;;;0.11709941561859005;;;;;;;;;;;;;
5631;0.07429356844390281;;0.10195710372944472;0.06197109356092945;;;0.11044642141748574;;;;0.10658092161053813;;;;;;;;;;;;;
5995;0.07221391478443896;;-0.07393662695595815;-0.054972926837507194;;;0.11640542535064578;;;;0.11139147096394772;;;;;;;;;;;;;
8660;-0.09376998620739874;;;-0.05487855428636215;;;-0.10416245277182581;;;0.049154747745657146;-0.10321629995939155;;;;;;;;;;;;;
7092;0.07247784164455102;-0.031142007584813884;-0.05505905787145663;;;;;-0.038574428657624366;;;0.11316793695905114;;;;;;;;;;;;;
7926;0.05932971694517206;0.0497139254657386;0.09930736350833098;-0.058388932666041185;;;;;;;0.11911828933834157;;;;;;;;;;;;;
5338;0.21418606063001683;;;-0.030399135612807843;;;0.11126858125072475;;;;0.11207088493795524;;;0.08485714394378144;;;;;;;;;;
7925;0.21172795066110334;;-0.08399016240435478;-0.05453875481747115;;;;;;;0.1140242281144921;;;0.09259671438163952;;;;;;;;;;
33;-0.09975143949863759;;0.019365022279331387;;;;-0.10483053807189087;;;;0.10041938941242119;-0.01668966416314632;;;;;;;;;;;;
4505;-0.2125418837481168;;-0.047856520463098864;;;;-0.10083639542319632;;;;0.11334444537902777;;;-0.040337351613293694;;;;;;;;;;
4695;0.21297572111713514;;0.10087590190442183;-0.062136935196073176;;;0.10924180291970391;;;;;;;0.09664967360128965;;;;;;;;;;
9151;-0.2152560446180524;;-0.07866479880900673;0.06745564161777953;;;;;;;0.09676163928894406;;;-0.04975842799040957;;;;;;;;;;
6265;-0.21616910213933657;;-0.06758181500788406;0.07149958330114689;;;-0.10422133188356861;;;;0.10884030017010012;;;;;;;;;;;;;
4746;-0.20917477779773386;;;-0.061689427056512015;;;-0.10276914431763264;;;;-0.12133765695783785;;;-0.0529986865412724;;;;;;;;;;
533;-0.21420740755723314;0.04958684486640556;;;;;;;;;0.11345273363147991;-0.01843974030940474;;-0.05174408865533383;;;;;;;;;;
9027;-0.09814766160790701;;-0.08635799021077599;;;;0.11853969669881023;;;;0.11573060390565976;;;;;0.03244900459196716;;;;;;;;
6943;-0.09383405580766609;;-0.0476199397966576;;;;-0.10527726222665594;;;;-0.11730634581042058;;;0.0981569306231827;;;;;;;;;;
8676;0.074242448220936;0.03928080277013287;0.09847854321626943;;;;-0.10733991270041719;;;;-0.10861108187304336;;;;;;;;;;;;;
9290;-0.2141755351063248;;-0.055536009314491416;;;;-0.10033430017777481;;;;-0.11839800474311517;;;0.08810990788779048;;;;;;;;;;
5191;-0.09548877242437767;;0.10285168533497335;0.07364167228046037;;;-0.10284317472315664;;;;-0.12090200864599324;;;;;;;;;;;;;
6839;0.07153667233939742;;;-0.06620292782730838;;;-0.10410279781323802;;;;0.11103772271385291;;;0.09002841510816396;;;;;;;;;;
